name,style,brewery,beer name (full),description,abv,min ibu,max ibu,astringency,body,alcohol,bitter,sweet,sour,salty,fruits,hoppy,spices,malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,number_of_reviews
braumeister pils,pilsner - german,victory brewing company,victory brewing company braumeister pils,notes:,5.5,25,40,47,20,4,48,18,5,5,7,82,11,54,4,3.988636,4.102273,4.215909,4.284091,44
wolters pilsener,pilsner - german,hofbrauhaus wolters gmbh,hofbrauhaus wolters gmbh wolters pilsener premium,"notes:our distinctive pilsener beer, well balanced bitterness and easy to drink. gold in colour, fresh and very digestible.\t",4.9,25,40,17,21,2,38,17,4,4,8,56,4,44,3.232143,3.607143,3.580357,3.375,3.678571,56
kulmbacher edelherb premium pils,pilsner - german,kulmbacher brauerei ag,kulmbacher brauerei ag kulmbacher edelherb premium pils,notes:our edelherb is the first kulmbacher pils and is brewed according to the original recipe. in memory of the brewing family.\t,4.9,25,40,47,38,8,49,24,10,10,11,99,12,88,3.631579,3.763158,3.796053,3.875,3.986842,76
my antonia,pilsner - imperial,dogfish head brewery,dogfish head brewery my antonia,"notes:my antonia (named after the willa cather read), is a continually-hopped imperial pilsner. this lager for ale lovers is citrusy, sweet and refined.my antonia started out as a collaboration beer when sam brewed it at birra del borgo (hope you can read italian) outside rome, italy, with owner/brewer leonardo divencenzo in october 2008. in 2010, we began brewing my antonia here in delaware for u.s. distribution.\t",7.5,30,65,14,37,18,55,37,35,0,43,62,13,47,3.915493,4.200704,4.003521,4.08216,4.103286,426
krampus,pilsner - imperial,southern tier brewing company,southern tier brewing company krampus (imperial helles lager),notes:,9,30,65,14,44,21,53,43,31,3,35,86,4,56,3.978571,4.088571,3.932857,3.941429,3.841429,350
samuel adams hallertau imperial pilsnerboston beer company (samuel adams),pilsner - imperial,boston beer company (samuel adams),boston beer company (samuel adams) samuel adams hallertau imperial pilsner,notes:,8.1,30,65,17,65,18,120,45,42,1,48,139,9,56,4.120344,4.123209,3.998567,4.10745,3.838825,698
morimoto imperial pilsner,pilsner - imperial,rogue ales,rogue ales morimoto imperial pilsner,notes:4 ingredients:malts: 100% french pilsner.hops: 100% sterling.yeast & water: czech pils yeast & free range coastal water.18º plato74 ibu80 aa16º lovibond\t,8.8,30,65,18,46,25,61,48,24,4,29,108,13,61,3.94582,4.095975,4.065015,4.157895,4.037152,323
imperial spruce india pilsner,pilsner - imperial,short's brewing company,short's brewing company imperial spruce india pilsner,"notes:original batch (from imperial series--750 ml bottles) was 10% abv. new, 2010, 12 oz. bottles are 7.15% abv.\t",7.15,30,65,14,25,15,25,11,8,2,17,95,2,19,4.201681,4.033613,3.932773,4.05042,3.823529,119
evil power,pilsner - imperial,three floyds brewing co. & brewpub,three floyds brewing co. & brewpub evil power,"notes:a fortified european-style pilsner lagered to perfection, brewed with heavy metal warriors lair of the minotaur, in commemoration of their fourth full length release “evil power"".56 ibu\t",7.2,30,65,37,50,13,62,38,44,0,44,100,9,82,3.428571,3.803571,3.607143,3.508929,3.464286,56
tilted smile imperial pilsner,pilsner - imperial,uinta brewing company,uinta brewing company tilted smile imperial pilsner,"notes:tilted smile breaks away from the crowd. big in alcohol, yet approachable and versatile. confidently balanced with saaz hops and 100% pilsen malt. crisp and delightfully carbonated.30 ibu\t",9,30,65,18,46,59,54,71,33,0,31,64,8,66,3.442029,3.782609,3.630435,3.514493,3.536232,69
draft bear,pilsner - imperial,mikkeller aps,mikkeller aps draft bear,"notes:brewed at de proef brouwerij, lochristi-hijfte, belgium.ingredients: water, malts (pils, carapils and amber), light candy sugar, hops (amarillo and cascade) and lager yeast.\t",8,30,65,14,42,34,77,80,73,3,97,97,5,68,4.031915,4.101064,3.957447,4.026596,3.93617,94
regal pilsner,pilsner - imperial,breckenridge brewery,breckenridge brewery regal pilsner,"notes:a double pilsner with distinct hoppy attributes and a pronounced malty backbone. it is strong in character and steadfast in its resolve to provide maximum drinking pleasure. all hail our brewmaster and the fruits of his labor, regal pilsner!\t",7,30,65,36,46,20,67,49,42,6,51,104,13,85,3.483607,3.737705,3.557377,3.508197,3.532787,61
the curl,pilsner - imperial,short's brewing company,short's brewing company short's the curl,"notes:brewed with 40% more ingredients to bump any ordinary pilsner to an imperial level.  we hop the kettle four times, using a good amount of amarillo hops to balance the malty sweetness from the pilsen malt and  lots of flaked maze. at 7.5% abv and 50 bittering units, this beer is still very quaffable and packed full of flavor thanks to the help of our house american lager yeast.  this beer was brewed upon the request of every ones favorite beer tender, jeremy the curl vansice7.1% abv50 i.b.u.s\t",7.1,30,65,28,40,24,90,43,37,3,45,116,16,85,3.866071,4.044643,3.866071,3.866071,3.875,56
hitachino nest ancient nipponia,pilsner - imperial,kiuchi brewery,kiuchi brewery hitachino nipponia,"notes:""nipponia is brewed using the revived japanese breed of kanego golden barley which was first developed in 1900, along with another strain of hops called 'japanese-bred sorachi ace'. nipponia is a delightfully golden coloured beer with citrus edge and complex and lingering taste.""malt: kaneko goldenhops: sorachi acealcohol vol: 8.0%color: golden yellowwon a bronze medal at the australian international beer awards 2012 in category 5d ""other international style lager packaged"".\t",6.5,30,65,30,39,17,76,42,66,2,82,88,23,65,3.755102,3.908163,3.918367,3.908163,3.918367,49
orange blossom pilsner² (squared),pilsner - imperial,thomas creek brewery,thomas creek brewery obp squared (orange blossom pilsner squared),notes:,11,30,65,16,44,57,19,124,49,0,60,32,7,97,3.454545,3.481818,3.463636,3.427273,3.281818,55
pecker wrecker,pilsner - imperial,rahr & sons brewing company,rahr & sons brewing company pecker wrecker,notes:,7,30,65,16,48,24,87,63,26,7,28,118,8,103,3.386364,3.818182,3.659091,3.477273,3.477273,22
uberpils,pilsner - imperial,blue mountain brewery,blue mountain brewery uberpils,notes:,7.6,30,65,25,48,31,35,61,30,6,44,59,15,74,3.5,3.928571,3.928571,4,3.857143,7
summer pilsner fusion,pilsner - imperial,element brewing company,element brewing company summer pilsner fusion,notes:,9.1,30,65,24,33,23,38,37,28,3,31,72,10,73,3.666667,3.944444,4.166667,3.833333,4,9
whistler imperial pils,pilsner - imperial,karl strauss brewing company,karl strauss brewing company whistler imperial pils,notes:,7.5,30,65,22,46,20,54,53,24,1,31,88,8,85,3.56,3.92,3.64,3.7,3.78,25
uber ursa pils,pilsner - imperial,atwater block brewery,atwater block brewery uber ursa pils,notes:,6.8,30,65,8,20,13,50,28,13,1,17,69,3,46,3.375,3.8125,3.5625,3.5,3.5,8
elsa von horizon,pilsner - imperial,new albanian brewing company - pizzeria and public house,new albanian brewing company - pizzeria and public house elsa von horizon,notes:,10,30,65,15,18,24,30,16,3,1,3,37,8,42,3.1,3.3,3.3,3.8,3.4,5
epic larger,pilsner - imperial,epic brewing company,epic brewing company epic lager,"notes:tigers. balls of twine. waimea bay waves. pyramids. ohakune carrots. some things are meant to be big. flavours. aromas. beer. the list is large but we think it should be bigger. there is a time and place for subtlety, for a delicate touch. this is not one of them. turning the amplifier up to eleven? yeah, that’s it.\t",8.5,30,65,17,23,20,41,47,22,0,42,50,3,40,3.576923,3.5,3.769231,3.807692,3.961538,13
edmund fitzgerald,porter - american,great lakes brewing company,great lakes brewing company coffee infused edmund fitzgerald porter,"notes:robust and complex, our porter is a bittersweet tribute to the legendary freighter's fallen crew--taken too soon when the gales of november came early.37 ibus\t",6,20,40,20,94,4,78,75,7,0,11,47,10,142,4,4.5,4.5,4,4.5,1
black butte porter,porter - american,deschutes brewery,deschutes brewery black butte porter,notes:alc. by vol.: 5.2%ibus: 30192 calories per 12 oz serving\t,5.2,20,40,19,88,10,66,63,10,0,11,37,4,125,4.025383,4.061303,4.001437,4.193966,4.26772,1044
vanilla porter,porter - american,breckenridge brewery,breckenridge brewery vanilla porter,"notes:deep in the jungles of papua new guinea and madagascar grows the perfect ingredient for an extraordinary porter brewed in colorado. breckenridge brewery’s vanilla porter. an ale that has all the chocolate and roasted nut flavor of a classic porter, with an enigmatic surprise thrown in for good measure.\t",5.4,20,40,4,39,12,24,37,3,0,12,18,47,50,3.485258,3.604423,3.45516,3.521499,3.431204,814
anchor porter,porter - american,anchor brewing company,anchor brewing company anchor porter,"notes:with deep black color, a thick, creamy head, rich chocolate, toffee and coffee flavors, and full-bodied smoothness, anchor porter® is the epitome of a handcrafted dark beer.a blend of specially roasted pale, caramel, chocolate, and black malts, along with our top-fermenting yeast, creates complexity without bitterness. the brew is hopped at a high rate, and naturally carbonated. the result is dark in the glass, but surprisingly light on the palate.\t",5.6,20,40,12,101,9,85,70,11,0,19,59,11,126,3.990602,4.242105,4.081203,4.167293,4.144361,1330
porter,porter - american,sierra nevada brewing co.,sierra nevada brewing co. sierra nevada porter,"notes:porter is a testament to roasted malts which give it a rich, bittersweet and roasted coffee-like flavor that's a perfect complement to a variety of foods. before sierra nevada was a reality, our nights were spent perfecting homebrews and dreaming of starting a brewery. back then, one of our favorites was a porter made with homemade malt roasted in our kitchen. decades later, we still love the rich, bittersweet and roasted malt flavors of that original brew.\t",5.6,20,40,6,55,9,41,23,4,0,3,20,4,86,3.799282,4.047486,3.847167,3.980846,4.048683,1253
mocha porter,porter - american,rogue ales,rogue ales mocha porter,"notes:ruddy brown in color, a bittersweet balance of malt and hops, yet a surprisingly light and refreshing taste.ingredients: 2-row, munich, c120, chocolate, black, kiln coffee & rogue farms dare™ & risk™ malts; rogue farms rebel & liberty hops; free range coastal water & pacman yeast.47 ibu\t",5.6,20,40,6,93,16,113,65,7,0,7,44,11,145,3.839009,4.047214,3.791022,3.928019,3.904025,1292
everett porter,porter - american,hill farmstead brewery,hill farmstead brewery everett robust porter,"notes:everett (1908-1939) was our grandfather’s brother; hill farmstead brewery rests upon the land that was once home to him and his 13 siblings. in his honor, this porter is crafted from american malted barley, english and german roasted malts, american hops, our ale yeast, and water from our well. it is unfiltered and naturally carbonated. decadent in its depth, with a complex backbone of chocolate, coffee, and malty sweetness, this is the ale that i dream to have shared with everett.pale, caramel, and chocolate malt, roasted barley, columbus hops; ale yeast, and our well water.\t",7.5,20,40,17,134,8,93,80,10,0,12,44,15,168,4.314607,4.303371,4.359551,4.533708,4.47191,89
samuel adams holiday porterboston beer company (samuel adams),porter - american,boston beer company (samuel adams),boston beer company (samuel adams) samuel adams holiday porter,notes:,5.8,20,40,7,60,11,32,51,4,0,5,20,20,72,3.687835,3.990608,3.732111,3.775939,3.819767,1118
coconut hiwa porter,porter - american,maui brewing co.,maui brewing co. coconut porter,notes:formerly coconut portera robust dark ale with hand-toasted coconut & hints of mocha.30 ibu\t,6,20,40,10,52,3,39,33,0,0,41,8,9,63,3.979323,3.968045,3.866541,4.050752,4.06203,266
alpha klaus christmas (xmas) porter,porter - american,three floyds brewing co. & brewpub,three floyds brewing co. & brewpub alpha klaus christmas (xmas) porter,"notes:alpha king’s festive cousin. a big american christmas porter brewed with english chocolate malt, mexican sugar and of course, tons of strange american hops. cheers!38 ibu\t",6,20,40,18,95,16,98,79,18,0,21,94,14,110,4.203101,4.243411,4.08062,4.241085,4.17907,645
pipeline porter,porter - american,kona brewing co.,kona brewing co. pipeline porter,notes:,5.3,20,40,5,61,6,80,28,1,0,9,13,3,119,3.825784,3.79007,3.632404,3.84669,3.868467,574
vanilla java porter (vjp),porter - american,atwater block brewery,atwater block brewery atwater vanilla java porter,notes:,5,20,40,4,45,11,68,34,1,0,1,17,59,109,3.225333,3.54,3.02,2.946667,2.954667,375
oatmeal porter,porter - american,highland brewing,highland brewing highland oatmeal porter,notes:,5.8,20,40,15,62,4,35,28,7,0,5,22,6,93,3.757796,3.909563,3.872141,3.881497,3.969854,481
cutthroat,porter - american,odell brewing company,odell brewing company odell cutthroat pale ale,"notes:not quite a stout but definitely no lightweight, cutthroat is smooth and robust. inspired by the classic london porters, we use dark roasted malts to create a deep, rich color and flavor that hint at chocolate and coffee. we named it cutthroat as our tribute to the colorado state fish – with its own rich heritage and unmistakable dark coloring. and while we’re big fans of small batches, here’s to the currently threatened cutthroat population reaching mass quantities.\t",5,20,40,5,75,3,60,52,3,0,3,36,14,112,3.7,3.85,3.816667,3.833333,3.883333,30
mississippi mud black & tan,porter - american,mississippi brewing co.,mississippi brewing co. mississippi mud black & tan,notes:,5,20,40,13,26,4,25,26,1,1,1,15,3,57,2.923729,3.444915,2.937853,2.935028,3.108757,354
dead reckoning porter,porter - american,troegs brewing company,troegs brewing company troegs dead reckoning porter,notes:,5.8,20,40,19,95,12,121,46,17,0,16,102,5,105,3.762948,3.940239,3.785857,3.906375,3.935259,502
twilight of the idols,porter - american,hill farmstead brewery,hill farmstead brewery twilight of the idols,"notes:twilight of the idols is our winter porter. we brew twilight each autumn, with a touch of locally roasted coffee and cinnamon, and age it on a blend of select vanilla beans. originally conceived with a friend in 2009 while brewing in denmark, the name of this annual release is inspired by the title of one of the last texts written by one of our philosophical idols, friedrich nietzsche.\t",7.5,20,40,21,94,20,88,54,12,0,14,38,83,111,4.27551,4.244898,4.255102,4.397959,4.367347,49
coffeehouse porter,porter - american,berkshire brewing company inc.,berkshire brewing company inc. coffeehouse porter,"notes:this rich, dark ale takes bbc’s popular drayman’s porter and adds dean’s beans organic coffee to the mix, creating an enticing blend of everyone’s favorite beginning and end of day beverages. robust and aromatic, coffeehouse porter is sure to please, no matter what time of day you choose to enjoy it.\t",6.2,20,40,14,88,15,119,48,3,1,3,26,6,166,4.041866,4.068182,3.904306,4.069378,4.072967,418
black marlin,porter - american,ballast point brewing company,ballast point brewing company black marlin porter,notes:,6,20,40,11,77,4,56,65,14,0,21,38,13,97,3.839844,3.951172,3.882812,4.005859,4.027344,256
road dog,porter - american,flying dog brewery,flying dog brewery road dog porter,notes:,6,20,40,15,76,5,64,60,9,0,12,39,6,107,3.460576,3.647059,3.406758,3.55194,3.619524,799
new world porter,porter - american,avery brewing company,avery brewing company new world porter,notes:,6.7,20,40,13,73,5,102,40,29,0,25,97,8,74,3.857809,4.061772,3.881119,3.924242,3.918415,429
porter,porter - american,southern tier brewing company,southern tier brewing company porter,notes:,5.5,20,40,4,81,10,60,50,12,0,6,37,4,109,3.619835,3.749311,3.553719,3.684573,3.761708,363
old leghumper,porter - american,thirsty dog brewing company,thirsty dog brewing company old leghumper,notes:,5.8,20,40,3,77,8,41,52,5,0,13,13,16,97,3.76,3.828571,3.674286,3.817143,3.851429,350
mudpuppy,porter - american,central waters brewing company,central waters brewing company mudpuppy porter,notes:,5.8,20,40,6,79,7,53,78,11,0,14,26,2,101,3.861878,4.008287,3.88674,3.933702,3.991713,181
saranac caramel porter,porter - american,matt brewing company,matt brewing company saranac caramel porter,notes:,5.4,20,40,3,28,12,17,94,4,1,9,17,7,78,3.288732,3.464789,3.132629,3.068075,2.984742,426
(512) pecan porter(512) brewing company,porter - american,(512) brewing company,(512) brewing company (512) pecan porter,"notes:nearly black in color, (512) pecan porter is made with organic us 2-row and crystal malts along with baird’s chocolate and black malts. its full body and malty sweetness are balanced with subtle pecan aroma and flavor from locally grown pecans. yet another true austin original!\t",6.2,20,40,13,66,3,41,43,4,0,3,23,6,120,4.067901,4.166667,3.981481,4.166667,4.185185,81
saranac black & tan,porter - american,matt brewing company,matt brewing company saranac black & tan,notes:stout & lager\t,5.4,20,40,22,66,5,50,57,9,0,11,49,4,111,3.409091,3.749053,3.442235,3.515152,3.587121,528
treat (imperial chocolate pumpkin porter),porter - american,midnight sun brewing co.,midnight sun brewing co. treat (imperial chocolate pumpkin porter),"notes:intriguing doses of sweet spices, cocoa nibs and pumpkin transform an exceptional porter into a mesmerizing potion. pour this tantalizing brew into a snifter and experience its many eccentric nuances, which will delight your taste buds.this is the same award-winning recipe that garnered a gold medal at gabf in 2007. formerly known simply as imperial chocolate pumpkin porter, we’ve named it t.r.e.a.t.: the royal eccentric ale treatment.30 ibu\t",7.8,20,40,5,141,22,61,78,4,1,71,29,102,153,4.168919,4.02027,4.063063,4.189189,4.042793,222
great northern,porter - american,summit brewing company,summit brewing company summit great northern porter,"notes:originally named after the london market workers who popularized this brew, we dubbed our porter with a nod toward the majestic railway stretching from st. paul to seattle. roasted malts offer up coffee notes and lead to a slightly sweet, chocolatey finish. all aboard!\t",5.6,20,40,12,83,4,74,49,8,0,2,48,11,97,3.8125,3.977273,3.681818,3.888258,3.935606,264
porter,porter - american,the duck-rabbit craft brewery,the duck-rabbit craft brewery duck-rabbit porter,"notes:the duck-rabbit porter is very dark in color. this robust ale features a pronounced flavor of roasted grains reminiscent of dark chocolate. also, we add oats to the grist for a round, silky mouthfeel. the malt is well balanced with hops to make this a fantastic choice for fans of traditional, robust, full-flavored beers. we're confident that you'll love this yummy porter!\t",5.7,20,40,15,100,17,77,82,9,0,16,41,7,128,3.78012,3.902108,3.64006,3.766566,3.817771,332
wasatch polygamy porter,porter - american,utah brewers cooperative,utah brewers cooperative wasatch polygamy porter,notes:,4,20,40,9,72,3,39,38,5,4,3,21,9,87,3.217949,3.487179,2.940171,3.209402,3.316239,117
coffee porter,porter - american,real ale brewing company,real ale brewing company shade grown coffee porter,"notes:formerly ""shade grown coffee porter"".born from owner brad farbstein’s homebrewing experiments in college — our porter is a rich, robust ale with a dry finish. fresh, cold-brewed organic fair trade coffee courtesy of katz coffee in houston, tx is added just prior to packaging. our most popular seasonal release, it’s a whole new way to enjoy your coffee with breakfast, lunch or dinner.a rich, robust porter with a dry finish. brewed with organic hops, malted barley, and ruta maya shade grown organic coffee beans from chiapas, mexico.\t",6.6,20,40,12,70,20,124,56,5,1,9,33,16,175,3.87027,3.856757,3.778378,4.02973,4.054054,185
thunderstruck coffee porter,porter - american,highland brewing,highland brewing highland thunderstruck coffee porter,notes:,5.9,20,40,7,47,7,84,32,6,0,4,19,8,100,4.05,3.975,3.875,3.875,3.85,20
penn quarter porter,porter - american,dc brau brewing co.,dc brau brewing co. penn quarter porter,"notes:penn quarter porter is our first in a line of draft-only limited-release beer, and it's a robust porter! in the way that the public is on the line between a pale ale and an ipa, this is on the line between a porter and a stout - with chocolate notes and a dry, roasted finish.\t",5.5,20,40,13,103,14,81,57,9,0,9,44,11,130,4.083333,4.305556,4.222222,4.055556,4.194444,18
porter,porter - american,port city brewing,port city brewing porter,notes:,7.5,20,40,8,91,12,62,69,8,1,13,38,7,103,3.96875,4.0625,3.984375,4.132812,4.039062,64
coco loco,porter - american,noda brewing company,noda brewing company coco loco,"notes:enjoy the blend of chocolate and brown malts in this robust porter with crazy-rich color and ruby highlights. the subtle bitterness of chocolate is balanced by sweet, organic toasted coconut. perfect to pair with food or just to enjoy alone. so go nuts, you'll be glad you did.",6.2,20,40,9,111,13,55,75,5,1,70,27,7,148,4,4.166667,4.166667,4.416667,4.166667,6
smuttynose baltic porter,porter - baltic,smuttynose brewing company,smuttynose brewing company smuttynose baltic porter (big beer series),notes:35 ibu2007 - 8.1%2009 - 8.72010 - 9.02%2013 - 9.8%2015 - 9.0%\t,9.24,25,45,14,124,23,86,88,20,0,41,35,27,129,4.144872,4.255128,4.244872,4.337179,4.188462,390
shipwreck porter - bourbon barrel-aged,porter - baltic,arcadia brewing company,arcadia brewing company arcadia shipwreck porter,"notes:the baltic-style porter has a robust malt character and a slight herbal hop bitterness. aged for 12 months in 10-year-old kentucky bourbon oak barrels, this alluring dark liquid features appealing undertones of vanilla, oak, cocoa, and coffee. the aging occurs in abandoned mines in michigan, at a constant temperature of 45f.\t",12,25,45,10,66,47,24,46,36,0,28,7,21,103,3.958763,4.015464,3.757732,3.835052,3.747423,97
baltika #6 porter,porter - baltic,baltika breweries,baltika breweries baltika #6 porter,notes:,7,25,45,5,54,24,30,96,30,0,45,10,7,88,3.591075,3.906193,3.615665,3.651184,3.685792,549
baltic porter,porter - baltic,the duck-rabbit craft brewery,the duck-rabbit craft brewery duck-rabbit baltic porter,"notes:the duck-rabbit baltic porter is deep, rich and velvety soft. a full blooded roasty character with almost no burnt flavor is balanced by complex alcohol notes. strong (9% alcohol by volume) yet unfailingly subtle, this special brew rewards unhurried attention. enjoy!\t",9,25,45,16,108,28,75,105,29,0,53,41,18,148,4.111111,4.080247,4.133333,4.160494,4.008642,405
smoke,porter - baltic,surly brewing company,surly brewing company smoke,"notes:ebony-hued, smoke wafts out of the bottle and into your senses, borne on the wings of european traditions, wrapped in american innovation. lager-brewed, like any true baltic porter, with smoked malts from bamberg, germany, the home of rauchbiers, then mellowed by oak-aging. black malt flavors mesh with notes of raisins, plums, figs and licorice with the subtle smoke on the side, for a complex and luxurious, yet silky smooth drinking experience. it's a sipper at alc. 8.2% by vol., but everyone knows you can't have smoke without fire!\t",8.2,25,45,14,94,22,44,79,9,1,35,24,126,105,4.145238,4.004762,4.12619,4.309524,4.202381,210
sinebrychoff porter,porter - baltic,oy sinebrychoff ab,oy sinebrychoff ab sinebrychoff porter,notes:,7.2,25,45,5,82,8,55,80,18,0,24,20,19,100,4.128272,4.339442,4.117801,4.226003,4.164921,573
black boss porter,porter - baltic,boss browar witnica s.a.,boss browar witnica s.a. black boss porter,notes:,9.4,25,45,10,80,31,39,86,26,0,37,27,18,89,3.73348,3.843612,3.773128,3.859031,3.870044,227
"carnegie porter 5,5%",porter - baltic,carlsberg sverige ab,"carlsberg sverige ab carnegie porter 5,5%","notes:first introduced in 1836. strong beers were banned in sweden 1923-1956.the 5.5 % original recipe was re-introduced in 1985 as a beer fermented with both top and bottom yeast. in 1993, the yeast was changed to a single bottom-fermenting strain. in 2009, the label design and name was changed from ""carnegie stark-porter"" to ""carnegie porter"".40 ibu\t",5.5,25,45,9,95,14,52,110,29,0,40,29,12,126,4.018152,4.023102,4.079208,4.186469,4.19802,303
topless wytch,porter - baltic,three floyds brewing co. & brewpub,three floyds brewing co. & brewpub topless wytch,"notes:this strong, baltic-style porter has a rich, velvety mouthfeel with notes of bakers chocolate and molasses.\t",9,25,45,4,92,15,59,60,9,0,17,31,9,114,3.90566,4.113208,4.04717,4.122642,3.990566,53
grande cuvee porter baltique,porter - baltic,les trois mousquetaires,les trois mousquetaires les trois mousquetaires porter baltique,"notes:robust dark lager inspired by porters from around the baltic sea region. this beer is luxuriously round with a mild bitterness. the malts contribute flavors of coffee, chocolate, and vanilla. the use of cherry-wood smoked malt provides a subtle hint of smoke.\t",10,25,45,8,118,21,76,120,17,0,59,49,48,155,4.204225,4.211268,4.140845,4.338028,4.190141,71
porter,porter - baltic,nøgne ø - det kompromissløse bryggeri a/s,nøgne ø - det kompromissløse bryggeri a/s porter,"notes:in this quite dark ale, dark malts provide flavors of coffee and dried fruit. try with dark chocolate, cheese or red meat dishes.30 ibu\t",7,25,45,20,103,24,68,93,28,0,37,36,12,130,3.9475,4.105,4.0425,4.11,4.0625,200
smoked baltic porter,porter - baltic,great divide brewing company,great divide brewing company smoked baltic porter,"notes:""this dark lager gets its special twist from a hefty addition of bamberg smoked malt."" note that baltic porters are often fermented with lager yeast.\t",7.5,25,45,31,104,24,50,86,31,0,27,16,110,128,3.752252,3.828829,3.603604,3.713964,3.761261,222
southampton imperial baltic porter,porter - baltic,southampton publick house,southampton publick house southampton imperial baltic porter,notes:,7.2,25,45,11,90,31,79,85,20,0,38,46,8,137,3.880665,3.935045,3.888218,4.006042,4.018127,331
double brown stout,porter - baltic,deep ellum brewing company,deep ellum brewing company double brown stout,notes:,7,25,45,12,100,18,49,99,13,0,22,16,10,153,4,4,4,4.5,4,1
baltic porter,porter - baltic,foothills brewing company,foothills brewing company foothills baltic porter,notes:,9,25,45,17,122,23,66,93,27,2,28,42,28,109,4.008333,4.104167,4.091667,4.204167,4.15,120
tsarina esra,porter - baltic,brouwerij de molen,brouwerij de molen tsarina esra reserva,"notes:tsarina esra is an imperial porter. a style with his roots in england from many ages ago. it's fullness, it's richness in flavor and it's warming feeling makes it perfect for cold nights. because of the enduring barrel aging in ardbeg whisky barrels, this edition is enriched with crazy (really!) peat flavours. it was injected with brett while in the barrels. flavor indication: chocolate, liquorice, funky peaty\t",11,25,45,19,110,31,51,96,18,0,57,14,25,127,3.916667,3.833333,3.708333,3.958333,3.916667,12
porter,porter - baltic,utenos alus,utenos alus porter,notes:,6.8,25,45,8,39,24,32,99,21,0,30,22,7,100,3.536111,3.541667,3.427778,3.472222,3.441667,180
porteris,porter - baltic,aldaris,aldaris porteris,notes:,6.8,25,45,11,87,24,37,97,18,2,35,26,8,110,3.702899,3.967391,3.855072,3.76087,3.695652,138
danzig baltic porter,porter - baltic,devils backbone brewing company,devils backbone brewing company danzig baltic porter,"notes:danzig, which we named after a baltic sea town, isn’t for the faint of heart… or mouth. it’s a well-balanced, full-bodied blend of a strong english porter and a germanic black lager, making it smooth with a sneaky high abv. the intense mix of malts and hops provides flavors of chocolate, coffee, and caramelized sugar. no wonder it won bronze at the world beer cup 2018. it’s full-on! hence the lightning bolt on the pack.malts: pilsner, vienna, dark munich, carafa ii, carared, brown malt, chocolate malthops: northern brewer, tettnangibu: 28color: black\t",8,25,45,7,121,17,56,87,10,1,19,20,10,122,3.875,3.5,3.625,4,3.75,4
mørke - pumpernickel porter,porter - baltic,beer here,beer here mørke - pumpernickel porter,notes:brewed in collaboration with shelton brothers. lots of rye malt and spices inspired by the dark german bread.\t,7.5,25,45,17,128,13,68,87,11,0,16,44,52,211,4.113861,4.306931,4.212871,4.19802,4.069307,101
akevitt,porter - baltic,haandbryggeriet,haandbryggeriet akevitt porter (barrel-aged porter),notes:matured on aquavit casks.\t,7,25,45,20,121,44,75,103,22,0,27,62,37,148,4.060811,3.966216,3.878378,3.966216,3.898649,74
bourbon barrel aged shaman's porter,porter - baltic,atwater block brewery,atwater block brewery atwater bourbon barrel aged shaman's porter,notes:,6.8,25,45,13,80,61,49,62,36,0,26,32,27,143,3.222222,3.888889,3.388889,3.388889,3.222222,9
baltic porter,porter - baltic,uncommon brewers,uncommon brewers baltic porter,notes:,7.8,25,45,15,99,39,40,67,22,0,41,32,27,77,3.945946,3.824324,3.891892,3.972973,3.77027,37
grand imperial porter,porter - baltic,browar amber,browar amber grand imperial porter,notes:,7.2,25,45,11,96,26,58,141,25,0,55,31,14,122,3.666667,3.822222,3.622222,3.766667,3.622222,45
kurofune porter,porter - baltic,baird brewing company / fishmarket taproom,baird brewing company / fishmarket taproom kurofune porter,notes:,6,25,45,13,108,20,85,81,20,1,33,52,10,147,3.797101,4.028986,3.775362,3.855072,3.971014,69
fear and trembling (cabernet/bourbon blend),porter - baltic,hill farmstead brewery,hill farmstead brewery fear and trembling (cabernet/bourbon blend),"notes:fear and trembling is hill farmstead’s first collaboration – a baltic porter brewed with malt that was hand smoked over maple wood by our danish friend, and former colleague, anders kissmeyer. this bottled version was blended from beer aged in both american oak cabernet barrels and bourbon barrels. as a student of philosophy and former resident of copenhagen, it is fitting that our brewer named our first collaboration after denmark’s great thinker: søren kierkegaard. all three contemplated absurdity, faith, and salvation while wandering the shores of the baltic sea…“…continue to work out your salvation with fear and trembling…”\t",9.3,25,45,25,97,62,34,71,22,0,32,7,104,135,4.170455,4.136364,4.204545,4.340909,4.181818,44
alice porter,porter - baltic,brewdog,brewdog alice porter,"notes:weighing in at 5.2% abv, alice porter hides a huge complexity behind her modest strength. roasty and smooth with fruity, rich coffee character. alice porter takes a sudden twist in an unexpected direction; a blend of hops that add a light, balancing citrusy twist and a subtle spiciness. alice porter is the first of our 2105 seasonal brews.\t",5.2,25,45,15,73,19,100,74,47,1,32,63,17,119,3.942857,3.857143,3.8,3.985714,3.985714,35
hoogstraten poorter,porter - baltic,brouwerij sterkens n.v.,brouwerij sterkens n.v. hoogstraten poorter,notes:,6.5,25,45,9,54,11,21,87,28,0,48,14,10,63,3.53125,3.65625,3.325,3.5,3.55625,80
